hi
         108580237 function calls (108559707 primitive calls) in 415.720 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      478    0.000    0.000    0.005    0.000 version.py:69(__init__)
     1330    0.000    0.000    0.001    0.000 ntpath.py:34(_get_bothseps)
    111/5    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
       21    0.000    0.000    0.000    0.000 model.py:68(_get_items)
  294/246    0.000    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
       90    0.000    0.000    0.004    0.000 deprecation.py:353(delete_parameter)
      326    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
      425    0.000    0.000    0.001    0.000 registry.py:95(__getitem__)
      471    0.000    0.000    0.004    0.000 pyparsing.py:1167(copy)
       92    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      799    0.000    0.000    0.003    0.000 base.py:1253(exit_fn)
     4006    0.000    0.000    0.000    0.000 inspect.py:2565(name)
      799    0.000    0.000    0.003    0.000 base.py:1250(enter_fn)
     1352    0.000    0.000    0.002    0.000 base.py:379(_insert_getattr_defn)
      117    0.000    0.000    0.020    0.000 __init__.py:2863(get_entry_map)
      190    0.000    0.000    0.002    0.000 __init__.py:2495(parse)
       89    0.000    0.000    0.005    0.000 overload_glue.py:82(inner)
      117    0.000    0.000    0.003    0.000 __init__.py:2879(insert_on)
     1865    0.000    0.000    0.000    0.000 abstract.py:92(__init__)
      234    0.000    0.000    0.009    0.000 extending.py:155(wrap)
      776    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:946(__init__)
      234    0.000    0.000    0.011    0.000 __init__.py:2042(<listcomp>)
        1    0.000    0.000    0.002    0.002 pyplot.py:2262(_setup_pyplot_info_docstrings)
     1352    0.000    0.000    0.002    0.000 base.py:387(_insert_cast_defn)
      179    0.000    0.000    0.000    0.000 misc.py:108(__init__)
     1352    0.000    0.000    0.002    0.000 base.py:391(_insert_get_constant_defn)
      256    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
      914    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:811(find_spec)
      881    0.000    0.000    0.001    0.000 copyreg.py:94(__newobj__)
      234    0.000    0.000    0.009    0.000 __init__.py:2574(__init__)
     1352    0.000    0.000    0.002    0.000 base.py:383(_insert_setattr_defn)
    169/2    0.000    0.000    0.050    0.025 context.py:432(_load_builtins)
      410    0.000    0.000    0.003    0.000 pyparsing.py:1423(copy)
      311    0.000    0.000    0.003    0.000 functions.py:266(augment)
      234    0.000    0.000    0.012    0.000 __init__.py:2036(_by_version)
       80    0.000    0.000    0.003    0.000 extending.py:349(_register)
      101    0.000    0.000    0.001    0.000 inspect.py:545(_finddoc)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
      298    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
      931    0.000    0.000    0.001    0.000 inspect.py:514(_is_wrapper)
     1790    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      117    0.000    0.000    0.001    0.000 __init__.py:2905(<listcomp>)
      514    0.000    0.000    0.017    0.000 re.py:198(search)
        2    0.000    0.000    0.061    0.030 builtins.py:1(<module>)
      253    0.000    0.000    0.015    0.000 genericpath.py:16(exists)
  102/100    0.000    0.000    0.093    0.001 <frozen importlib._bootstrap_external>:1106(create_module)
      478    0.000    0.000    0.001    0.000 event.py:227(notify)
      254    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      585    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      917    0.000    0.000    0.000    0.000 templates.py:269(__init__)
        1    0.000    0.000    0.008    0.008 arraymath.py:1(<module>)
      989    0.000    0.000    0.002    0.000 context.py:511(insert_global)
        1    0.000    0.000    0.011    0.011 mathtext.py:1(<module>)
     1116    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      426    0.000    0.000    0.014    0.000 colors.py:137(is_color_like)
      209    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      330    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       24    0.000    0.000    0.122    0.005 __init__.py:610(add_entry)
        1    0.000    0.000    0.003    0.003 arrayobj.py:1(<module>)
      958    0.000    0.000    0.000    0.000 version.py:256(<genexpr>)
     1552    0.000    0.000    0.000    0.000 functions.py:262(key)
       32    0.000    0.000    0.005    0.000 colors.py:915(from_list)
      117    0.000    0.000    0.031    0.000 __init__.py:2785(activate)
        1    0.000    0.000    0.004    0.004 lapack.py:1(<module>)
      101    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1527(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      251    0.000    0.000    0.016    0.000 __init__.py:3194(split_sections)
      952    0.000    0.000    0.001    0.000 version.py:49(__eq__)
      209    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      952    0.000    0.000    0.001    0.000 version.py:43(__lt__)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3870(__init__)
      846    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.013    0.013 numeric.py:1(<module>)
       24    0.000    0.000    0.001    0.000 ffi.py:9(_make_opaque_ref)
     1018    0.000    0.000    0.000    0.000 imputils.py:28(lower)
       37    0.000    0.000    0.005    0.000 __init__.py:1243(_add_data_doc)
     1502    0.000    0.000    0.000    0.000 functions.py:249(<genexpr>)
      932    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:736(find_spec)
       92    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
      722    0.000    0.000    0.000    0.000 rcsetup.py:241(validator)
      293    0.000    0.000    0.001    0.000 posixpath.py:60(isabs)
       80    0.000    0.000    0.004    0.000 extending.py:431(_intrinsic)
      173    0.000    0.000    0.005    0.000 overload_glue.py:196(__call__)
        1    0.000    0.000    0.014    0.014 unicode.py:1(<module>)
        3    0.000    0.000    0.031    0.010 core.py:1(<module>)
    169/2    0.000    0.000    0.204    0.102 base.py:268(refresh)
      132    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      246    0.000    0.000    0.019    0.000 __init__.py:1409(has_metadata)
        1    0.000    0.000    0.280    0.280 pyplot.py:4(<module>)
      363    0.000    0.000    0.003    0.000 ntpath.py:221(dirname)
      769    0.000    0.000    0.000    0.000 __init__.py:823(<lambda>)
      254    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      311    0.000    0.000    0.000    0.000 context.py:501(_remove_global)
      138    0.000    0.000    0.014    0.000 rcsetup.py:85(f)
      163    0.000    0.000    0.000    0.000 extending.py:200(_overload_method_common)
       27    0.000    0.000    0.000    0.000 pathlib.py:545(_select_from)
      508    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
     2410    0.000    0.000    0.000    0.000 inspect.py:2577(kind)
      117    0.000    0.000    0.019    0.000 __init__.py:2537(parse_map)
       17    0.000    0.000    0.015    0.001 rcsetup.py:880(validate_cycler)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4011(__init__)
      167    0.000    0.000    0.043    0.000 templates.py:1016(__init__)
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      240    0.000    0.000    0.000    0.000 templates.py:183(signature)
      283    0.000    0.000    0.002    0.000 re.py:203(sub)
      187    0.000    0.000    0.001    0.000 overload_glue.py:209(defer_lowering)
       80    0.000    0.000    0.000    0.000 npyimpl.py:481(register_ufunc_kernel)
      585    0.000    0.000    0.001    0.000 abc.py:96(__instancecheck__)
       49    0.000    0.000    0.003    0.000 __init__.py:2524(parse_group)
      239    0.000    0.000    0.013    0.000 rcsetup.py:370(validate_color_for_prop_cycle)
        1    0.000    0.000    0.003    0.003 base.py:150(_load_global_helpers)
        1    0.000    0.000    0.011    0.011 npydecl.py:1(<module>)
      911    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     1428    0.000    0.000    0.000    0.000 version.py:333(_parse_letter_version)
     1426    0.000    0.000    0.004    0.000 __init__.py:2363(_normalize_cached)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1835(_parseCache)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
       80    0.000    0.000    0.002    0.000 templates.py:974(make_intrinsic_template)
        1    0.000    0.000    0.005    0.005 _mathtext.py:2505(<listcomp>)
        7    0.000    0.000    0.568    0.081 utils.py:1(<module>)
      236    0.000    0.000    0.000    0.000 __init__.py:667(__iter__)
       84    0.000    0.000    0.002    0.000 npydecl.py:326(_numpy_ufunc)
      624    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       32    0.000    0.000    0.000    0.000 glob.py:116(_iterdir)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
      317    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
       32    0.000    0.000    0.002    0.000 colors.py:302(to_rgba_array)
     1167    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      214    0.000    0.000    0.001    0.000 target_extension.py:14(__getitem__)
        6    0.000    0.000    0.279    0.047 __init__.py:2(<module>)
      167    0.000    0.000    0.001    0.000 target_extension.py:81(_get_local_target_checked)
       38    0.000    0.000    0.001    0.000 __init__.py:1272(getLogger)
       82    0.000    0.000    0.001    0.000 pyparsing.py:3719(__init__)
      494    0.000    0.000    0.000    0.000 base.py:40(__init__)
        1    0.000    0.000    0.020    0.020 pyparsing.py:27(<module>)
     1606    0.000    0.000    0.000    0.000 event.py:92(kind)
       12    0.000    0.000    0.001    0.000 __init__.py:1901(_define_aliases)
      702    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
     1014    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      134    0.000    0.000    0.000    0.000 abstract.py:39(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:46(_get_running_interactive_framework)
        3    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
      689    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      140    0.000    0.000    0.001    0.000 _internal.py:780(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.013    0.013 _axes.py:46(Axes)
      163    0.000    0.000    0.004    0.000 templates.py:1157(make_overload_method_template)
        2    0.000    0.000    0.007    0.004 linalg.py:1(<module>)
  212/101    0.000    0.000    0.001    0.000 _utils.py:44(__str__)
      134    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       34    0.000    0.000    0.017    0.000 __init__.py:340(__init__)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
      231    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.001    0.001 {method 'read' of '_io.TextIOWrapper' objects}
      288    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
       64    0.000    0.000    0.013    0.000 rcsetup.py:104(<listcomp>)
       72    0.000    0.000    0.000    0.000 enum.py:496(_find_data_type)
      316    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
      180    0.000    0.000    0.001    0.000 __init__.py:384(__getattr__)
        1    0.000    0.000    0.006    0.006 codata.py:7(<module>)
      235    0.000    0.000    0.001    0.000 __init__.py:1317(safe_name)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
       50    0.000    0.000    0.008    0.000 traceback.py:200(extract_stack)
       40    0.000    0.000    0.000    0.000 colors.py:1028(__init__)
      239    0.000    0.000    0.000    0.000 event.py:254(on_end)
      194    0.000    0.000    0.000    0.000 pyplot.py:83(_copy_docstring_and_deprecators)
        1    0.000    0.000    0.020    0.020 __init__.py:652(<genexpr>)
        2    0.000    0.000    0.002    0.001 numbers.py:1(<module>)
      167    0.000    0.000    0.000    0.000 target_extension.py:52(get_local_target)
  151/145    0.000    0.000    0.000    0.000 pyparsing.py:372(__init__)
      387    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   102/92    0.000    0.000    0.034    0.000 <frozen importlib._bootstrap_external>:1114(exec_module)
      624    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:4049(parseImpl)
       67    0.000    0.000    0.000    0.000 pyparsing.py:4442(__init__)
      254    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      896    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        6    0.000    0.000    0.001    0.000 enum.py:462(<listcomp>)
      101    0.000    0.000    0.000    0.000 inspect.py:535(_findclass)
       91    0.000    0.000    0.000    0.000 values.py:212(__init__)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3363(copy)
      246    0.000    0.000    0.014    0.000 __init__.py:1613(_has)
      235    0.000    0.000    0.002    0.000 ntpath.py:214(basename)
      190    0.000    0.000    0.000    0.000 __init__.py:2428(__init__)
      952    0.000    0.000    0.000    0.000 version.py:44(<lambda>)
      298    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
       63    0.000    0.000    0.002    0.000 colors.py:987(<dictcomp>)
      200    0.000    0.000    0.003    0.000 traceback.py:285(line)
      137    0.000    0.000    0.000    0.000 pyplot.py:2008(<genexpr>)
        1    0.000    0.000    0.013    0.013 pyparsing.py:26(<module>)
      227    0.000    0.000    0.000    0.000 rcsetup.py:137(validate_bool)
       46    0.000    0.000    0.007    0.000 __init__.py:1416(get_metadata)
      235    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
    169/2    0.000    0.000    0.085    0.042 context.py:152(refresh)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
      176    0.000    0.000    0.001    0.000 typeconv.py:52(set_compatible)
      808    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1407(<genexpr>)
     1121    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x0000024D64E084C0}
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
      132    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      118    0.000    0.000    0.031    0.000 __init__.py:3282(<genexpr>)
      620    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      432    0.000    0.000    0.000    0.000 colors.py:241(<genexpr>)
       66    0.000    0.000    0.001    0.000 contextlib.py:215(contextmanager)
      292    0.000    0.000    0.005    0.000 __init__.py:1406(_get_metadata_path)
